RUA MIGUEL CARLOS, 41                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023900 
RUA MIGUEL CARLOS, 41                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023900 
RUA BARÃO DE DUPRAT, 449                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023902 
RUA BARÃO DE DUPRAT, 449                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023902 
RUA COMENDADOR AFONSO KHERLAKIAN, 79                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023903 
RUA COMENDADOR AFONSO KHERLAKIAN, 79                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023903 
RUA COMENDADOR ABDO SCHAHIN, 13                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023904 
RUA COMENDADOR ABDO SCHAHIN, 13                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023904 
RUA COMENDADOR ABDO SCHAHIN, 62                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023905 
RUA COMENDADOR ABDO SCHAHIN, 62                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023905 
RUA COMENDADOR ABDO SCHAHIN, 110                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023906 
RUA COMENDADOR ABDO SCHAHIN, 110                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01023906 
RUA DA CANTAREIRA                                                       CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01024000 
RUA DA CANTAREIRA                                                       CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01024100 
RUA DA CANTAREIRA, 306                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01024900 
RUA DA CANTAREIRA, 306                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01024900 
RUA CARLOS DE SOUSA NAZARÉ                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025000 
RUA CARLOS DE SOUSA NAZARÉ                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025001 
RUA AUGUSTO SEVERO                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025010 
AVENIDA DO ESTADO                                                       CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025020 
RUA CARLOS DE SOUSA NAZARÉ, 184                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025900 
RUA CARLOS DE SOUSA NAZARÉ, 184                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01025900 
AVENIDA SENADOR QUEIRÓS                                                 CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026000 
AVENIDA SENADOR QUEIRÓS                                                 CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026001 
AVENIDA MERCÚRIO                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026010 
AVENIDA SENADOR QUEIRÓS, 96                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026900 
AVENIDA SENADOR QUEIRÓS, 96                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026900 
AVENIDA SENADOR QUEIRÓS, 279                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026901 
AVENIDA SENADOR QUEIRÓS, 279                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026901 
AVENIDA SENADOR QUEIRÓS, 312                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026902 
AVENIDA SENADOR QUEIRÓS, 312                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026902 
AVENIDA SENADOR QUEIRÓS, 605                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026903 
AVENIDA SENADOR QUEIRÓS, 605                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026903 
AVENIDA SENADOR QUEIRÓS, 667                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026904 
AVENIDA SENADOR QUEIRÓS, 667                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01026904 
RUA PAULA SOUSA                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027000 
RUA PAULA SOUSA                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027001 
RUA PLÍNIO RAMOS                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027010 
RUA ANTÔNIO PAIS                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027020 
VILA SANTA CLARA                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027030 
VILA BUENO                                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027040 
VILA SANTA MARIA                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027050 
RUA PLÍNIO RAMOS, 50                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027900 
RUA PLÍNIO RAMOS, 50                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01027900 
RUA MAUÁ                                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028000 
VIELA DOS INGLESES                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028010 
VILA AGUIAR ANDRADE                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028020 
JARDIM ITU                                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028030 
RUA MAUÁ, 51                                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028900 
RUA MAUÁ, 51                                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01028900 
RUA FLORÊNCIO DE ABREU                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029000 
RUA FLORÊNCIO DE ABREU                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029001 
LARGO SÃO BENTO                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029010 
LARGO SÃO BENTO, 64                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029900 
LARGO SÃO BENTO, 64                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029900 
RUA FLORÊNCIO DE ABREU, 157                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029901 
RUA FLORÊNCIO DE ABREU, 157                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029901 
RUA FLORÊNCIO DE ABREU, 623                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029902 
RUA FLORÊNCIO DE ABREU, 623                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029902 
RUA FLORÊNCIO DE ABREU, 643                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029903 
RUA FLORÊNCIO DE ABREU, 643                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01029903 
RUA FLORÊNCIO DE ABREU                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030000 
RUA FLORÊNCIO DE ABREU                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030001 
LADEIRA CONSTITUIÇÃO                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030010 
BECO DA FÁBRICA                                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030020 
RUA FLORÊNCIO DE ABREU, 36                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030900 
RUA FLORÊNCIO DE ABREU, 36                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030900 
RUA FLORÊNCIO DE ABREU, 48                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030901 
RUA FLORÊNCIO DE ABREU, 48                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030901 
RUA FLORÊNCIO DE ABREU, 352                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030902 
RUA FLORÊNCIO DE ABREU, 352                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01030902 
AVENIDA PRESTES MAIA                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031000 
AVENIDA PRESTES MAIA                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031001 
PASSAGEM SUBTERRÂNEA TOM JOBIM                                          CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031005 
RUA DOM FRANCISCO DE SOUSA                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031010 
RUA DOUTOR LUIZ SILVEIRA                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031020 
PRAÇA DO CORREIO                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031030 
PARQUE ANHANGABAÚ, 98 1º SUBSOLO                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031900 
PARQUE ANHANGABAÚ, 98 1º SUBSOLO                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031900 
AVENIDA PRESTES MAIA, 220                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031901 
AVENIDA PRESTES MAIA, 220                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031901 
AVENIDA PRESTES MAIA, 241                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031902 
AVENIDA PRESTES MAIA, 241                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031902 
AVENIDA PRESTES MAIA, 321                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031903 
AVENIDA PRESTES MAIA, 321                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031903 
AVENIDA PRESTES MAIA, 676                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031904 
AVENIDA PRESTES MAIA, 676                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031904 
AVENIDA PRESTES MAIA, 733                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031905 
AVENIDA PRESTES MAIA, 733                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031905 
AVENIDA PRESTES MAIA, 733 1º ANDAR                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031906 
AVENIDA PRESTES MAIA, 733 1º ANDAR                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01031906 
RUA BRIGADEIRO TOBIAS                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032000 
RUA BRIGADEIRO TOBIAS                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032001 
RUA RISKALLAH JORGE                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032010 
RUA CAPITÃO-MOR JERÔNIMO LEITÃO                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032020 
PRAÇA PEDRO LESSA                                                       CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032030 
RUA BRIGADEIRO TOBIAS, 356                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032901 
RUA BRIGADEIRO TOBIAS, 356                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032901 
RUA BRIGADEIRO TOBIAS, 527                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032902 
RUA BRIGADEIRO TOBIAS, 527                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032902 
RUA BRIGADEIRO TOBIAS, 577                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032903 
RUA BRIGADEIRO TOBIAS, 577                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032903 
RUA BRIGADEIRO TOBIAS, 110/118                                          CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032905 
RUA BRIGADEIRO TOBIAS, 110/118                                          CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01032905 
AVENIDA CÁSPER LÍBERO                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033000 
AVENIDA CÁSPER LÍBERO                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033001 
RUA WASHINGTON LUÍS                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033010 
RUA BENEFICÊNCIA PORTUGUESA                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033020 
RUA CORONEL BATISTA DA LUZ                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033030 
PRAÇA ALFREDO ISSA                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033040 
VIADUTO SANTA IFIGÊNIA                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033050 
AVENIDA CÁSPER LÍBERO, 58                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033900 
AVENIDA CÁSPER LÍBERO, 58                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033900 
AVENIDA CÁSPER LÍBERO, 134                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033901 
AVENIDA CÁSPER LÍBERO, 134                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033901 
AVENIDA CÁSPER LÍBERO, 383                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033903 
AVENIDA CÁSPER LÍBERO, 383                                              CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033903 
RUA BENEFICÊNCIA PORTUGUESA, 24                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033904 
RUA BENEFICÊNCIA PORTUGUESA, 24                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033904 
RUA BENEFICÊNCIA PORTUGUESA, 44                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033905 
RUA BENEFICÊNCIA PORTUGUESA, 44                                         CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033905 
RUA DOUTOR ALFREDO ISSA, 48                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033906 
RUA DOUTOR ALFREDO ISSA, 48                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033906 
VIADUTO SANTA IFIGÊNIA, 266                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033907 
VIADUTO SANTA IFIGÊNIA, 266                                             CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01033907 
RUA ANTÔNIO DE GODÓI                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034000 
RUA ANTÔNIO DE GODÓI                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034001 
LARGO DO PAISSANDU                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034010 
RUA CAPITÃO SALOMÃO                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034020 
RUA ABELARDO PINTO                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034030 
RUA DO SEMINÁRIO                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034040 
LARGO DO PAISSANDU, 51                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034900 
LARGO DO PAISSANDU, 51                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034900 
LARGO DO PAISSANDU, 72                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034901 
LARGO DO PAISSANDU, 72                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034901 
RUA ANTÔNIO DE GODÓI, 88                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034902 
RUA ANTÔNIO DE GODÓI, 88                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034902 
RUA ANTÔNIO DE GODÓI, 122                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034903 
RUA ANTÔNIO DE GODÓI, 122                                               CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034903 
RUA DO SEMINÁRIO, 199                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034904 
RUA DO SEMINÁRIO, 199                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01034904 
AVENIDA SÃO JOÃO                                                        CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035000 
AVENIDA SÃO JOÃO                                                        REPÚBLICA                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01035100 
AVENIDA SÃO JOÃO, 439                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035901 
AVENIDA SÃO JOÃO, 439                                                   CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035901 
AVENIDA SÃO JOÃO, 1151                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035902 
AVENIDA SÃO JOÃO, 1151                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035902 
AVENIDA SÃO JOÃO, 1333                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035903 
AVENIDA SÃO JOÃO, 1333                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01035903 
